col_i,col_j,table_i,table_j,P_stat,P_stat_norm,P_name,P_sem,Sim_attr
address.district,rental.inventory_id,address,rental,0.279765,0.076067,0.166667,0.030812,0.355984
address.district,rental.customer_id,address,rental,0.279197,0.075912,0.272727,0.049025,0.435567
address.district,rental.return_date,address,rental,0.063400,0.017238,0.181818,0.023572,0.382054
address.district,rental.staff_id,address,rental,0.493125,0.134078,0.000000,0.036231,0.216480
address.district,rental.last_update,address,rental,0.407266,0.110734,0.272727,0.021521,0.426862
address.district,staff.staff_id,address,staff,0.493125,0.134078,0.000000,0.036447,0.216480
address.district,staff.first_name,address,staff,0.393471,0.106983,0.300000,0.030078,0.448254
address.district,staff.last_name,address,staff,0.393458,0.106979,0.222222,0.028661,0.389922
address.district,staff.address_id,address,staff,0.553718,0.150553,0.200000,0.033557,0.362362
address.district,staff.picture,address,staff,1.848573,0.502618,0.250000,0.035888,0.311846
address.district,staff.email,address,staff,0.407406,0.110772,0.125000,0.027261,0.316057
address.district,staff.store_id,address,staff,0.493125,0.134078,0.125000,0.032562,0.310230
address.district,staff.active,address,staff,0.718170,0.195267,0.250000,0.041050,0.388683
address.district,staff.username,address,staff,0.393471,0.106983,0.125000,0.035585,0.317004
address.district,staff.password,address,staff,0.718602,0.195384,0.125000,0.031471,0.294904
address.district,staff.last_update,address,staff,0.718275,0.195295,0.272727,0.028164,0.405721
address.district,store.store_id,address,store,0.493125,0.134078,0.125000,0.035172,0.310230
address.district,store.manager_staff_id,address,store,0.493125,0.134078,0.125000,0.037868,0.310230
address.district,store.address_id,address,store,0.493125,0.134078,0.200000,0.031481,0.366480
address.district,store.last_update,address,store,0.718275,0.195295,0.272727,0.034425,0.405721
address.city_id,address.postal_code,address,address,0.012291,0.003342,0.272727,0.033648,0.453710
address.city_id,address.phone,address,address,2.070187,0.562874,0.000000,0.038686,0.109282
address.city_id,address.last_update,address,address,0.301556,0.081992,0.181818,0.026104,0.365866
address.city_id,category.category_id,address,category,0.011755,0.003196,0.545455,0.029343,0.658292
address.city_id,category.name,address,category,0.273027,0.074235,0.000000,0.025690,0.231441
address.city_id,category.last_update,address,category,0.630592,0.171455,0.181818,0.023443,0.343500
address.city_id,city.city_id,address,city,0.011755,0.003196,1.000000,0.030095,0.999201
address.city_id,city.city,address,city,0.402741,0.109503,0.571429,0.021818,0.651196
address.city_id,city.country_id,address,city,0.108065,0.029382,0.600000,0.026992,0.692654
address.city_id,city.last_update,address,city,0.630592,0.171455,0.181818,0.022227,0.343500
address.city_id,customer.customer_id,address,customer,0.011755,0.003196,0.454545,0.071168,0.590110
address.city_id,customer.store_id,address,customer,0.252255,0.068587,0.375000,0.058949,0.514103
address.city_id,customer.first_name,address,customer,0.290916,0.079099,0.200000,0.054775,0.380225
address.city_id,customer.last_name,address,customer,0.274817,0.074721,0.111111,0.052582,0.314653
address.city_id,customer.email,address,customer,0.296098,0.080508,0.142857,0.047515,0.337016
address.city_id,customer.address_id,address,customer,0.097446,0.026495,0.300000,0.057557,0.468376
address.city_id,customer.active,address,customer,0.351776,0.095646,0.142857,0.069501,0.333231
address.city_id,customer.create_date,address,customer,0.351496,0.095570,0.272727,0.056072,0.430653
address.city_id,customer.last_update,address,customer,0.630592,0.171455,0.181818,0.056004,0.343500
address.city_id,film.film_id,address,film,0.011755,0.003196,0.571429,0.025785,0.677773
address.city_id,film.title,address,film,0.293665,0.079846,0.285714,0.016880,0.444324
address.city_id,film.description,address,film,0.478285,0.130043,0.181818,0.021845,0.353853
address.city_id,film.release_year,address,film,0.423817,0.115234,0.083333,0.024528,0.283691
address.city_id,film.language_id,address,film,0.630871,0.171531,0.272727,0.022682,0.411663
address.city_id,film.original_language_id,address,film,0.784060,0.213182,0.200000,0.020618,0.346704
address.city_id,film.rental_duration,address,film,0.071739,0.019505,0.200000,0.031228,0.395124
address.city_id,film.rental_rate,address,film,0.143074,0.038901,0.181818,0.028981,0.376638
address.city_id,film.length,address,film,0.037806,0.010279,0.000000,0.028371,0.247430
address.city_id,film.replacement_cost,address,film,0.090177,0.024519,0.125000,0.024600,0.337620
address.city_id,film.rating,address,film,0.290380,0.078953,0.142857,0.023597,0.337405
address.city_id,film.special_features,address,film,0.491235,0.133564,0.187500,0.022435,0.357234
address.city_id,film.last_update,address,film,0.630592,0.171455,0.181818,0.019279,0.343500
address.city_id,film_category.film_id,address,film_category,0.011755,0.003196,0.571429,0.029517,0.677773
address.city_id,film_category.category_id,address,film_category,0.074625,0.020290,0.545455,0.031318,0.654019
address.city_id,film_category.last_update,address,film_category,0.630592,0.171455,0.181818,0.023599,0.343500
address.city_id,inventory.inventory_id,address,inventory,0.011755,0.003196,0.416667,0.034086,0.561701
address.city_id,inventory.film_id,address,inventory,0.011755,0.003196,0.571429,0.028447,0.677773
address.city_id,inventory.store_id,address,inventory,0.252255,0.068587,0.375000,0.031958,0.514103
address.city_id,inventory.last_update,address,inventory,0.630592,0.171455,0.181818,0.026525,0.343500
address.city_id,language.language_id,address,language,0.011755,0.003196,0.272727,0.026937,0.453746
address.city_id,language.name,address,language,0.281964,0.076665,0.000000,0.023526,0.230834
address.city_id,language.last_update,address,language,0.630592,0.171455,0.181818,0.021022,0.343500
address.city_id,payment.payment_id,address,payment,0.011755,0.003196,0.300000,0.035758,0.474201
address.city_id,payment.customer_id,address,payment,0.011755,0.003196,0.454545,0.055898,0.590110
address.city_id,payment.staff_id,address,payment,0.252255,0.068587,0.375000,0.038854,0.514103
address.city_id,payment.rental_id,address,payment,0.019958,0.005426,0.444444,0.034478,0.581976
address.city_id,payment.amount,address,payment,0.031648,0.008605,0.000000,0.036343,0.247849
address.city_id,payment.payment_date,address,payment,0.302209,0.082169,0.083333,0.026347,0.291957
address.city_id,payment.last_update,address,payment,0.302209,0.082169,0.181818,0.027516,0.365821
address.city_id,rental.rental_id,address,rental,0.011755,0.003196,0.444444,0.037357,0.582534
address.city_id,rental.rental_date,address,rental,0.302209,0.082169,0.181818,0.026487,0.365821
address.city_id,rental.inventory_id,address,rental,0.023721,0.006450,0.416667,0.034576,0.560888
address.city_id,rental.customer_id,address,rental,0.038327,0.010421,0.454545,0.055014,0.588304
address.city_id,rental.return_date,address,rental,0.302209,0.082169,0.181818,0.026452,0.365821
address.city_id,rental.staff_id,address,rental,0.252255,0.068587,0.375000,0.040657,0.514103
address.city_id,rental.last_update,address,rental,0.351496,0.095570,0.181818,0.024150,0.362471
address.city_id,staff.staff_id,address,staff,0.252255,0.068587,0.375000,0.040899,0.514103
address.city_id,staff.first_name,address,staff,0.338086,0.091924,0.200000,0.033753,0.377019
address.city_id,staff.last_name,address,staff,0.338024,0.091907,0.111111,0.032163,0.310356
address.city_id,staff.address_id,address,staff,0.312847,0.085062,0.300000,0.037657,0.453735
address.city_id,staff.picture,address,staff,1.704408,0.463420,0.142857,0.040272,0.241288
address.city_id,staff.email,address,staff,0.351356,0.095532,0.142857,0.030591,0.333260
address.city_id,staff.store_id,address,staff,0.252255,0.068587,0.375000,0.036540,0.514103
address.city_id,staff.active,address,staff,0.630871,0.171531,0.142857,0.046065,0.314260
address.city_id,staff.username,address,staff,0.338086,0.091924,0.000000,0.039932,0.227019
address.city_id,staff.password,address,staff,0.630265,0.171366,0.125000,0.035315,0.300909
address.city_id,staff.last_update,address,staff,0.630592,0.171455,0.181818,0.031605,0.343500
address.city_id,store.store_id,address,store,0.252255,0.068587,0.375000,0.039468,0.514103
address.city_id,store.manager_staff_id,address,store,0.252255,0.068587,0.250000,0.042494,0.420353
address.city_id,store.address_id,address,store,0.252255,0.068587,0.300000,0.035327,0.457853
address.city_id,store.last_update,address,store,0.630592,0.171455,0.181818,0.038630,0.343500
address.postal_code,address.phone,address,address,2.082476,0.566215,0.272727,0.043823,0.312992
address.postal_code,address.last_update,address,address,0.289265,0.078650,0.272727,0.029570,0.434883
address.postal_code,category.category_id,address,category,0.000536,0.000146,0.000000,0.033239,0.249964
address.postal_code,category.name,address,category,0.260736,0.070893,0.181818,0.029973,0.368640
address.postal_code,category.last_update,address,category,0.618301,0.168113,0.272727,0.026556,0.412517
address.postal_code,city.city_id,address,city,0.000536,0.000146,0.272727,0.034091,0.454509
address.postal_code,city.city,address,city,0.390450,0.106161,0.090909,0.024715,0.291641
address.postal_code,city.country_id,address,city,0.095776,0.026041,0.272727,0.030576,0.448035
address.postal_code,city.last_update,address,city,0.618301,0.168113,0.272727,0.025179,0.412517
address.postal_code,customer.customer_id,address,customer,0.000536,0.000146,0.181818,0.080618,0.386327
address.postal_code,customer.store_id,address,customer,0.239966,0.065246,0.272727,0.066776,0.438234
address.postal_code,customer.first_name,address,customer,0.278625,0.075757,0.272727,0.062048,0.435606
address.postal_code,customer.last_name,address,customer,0.262526,0.071380,0.363636,0.059564,0.504882
address.postal_code,customer.email,address,customer,0.283807,0.077166,0.090909,0.053824,0.298890
address.postal_code,customer.address_id,address,customer,0.085158,0.023154,0.090909,0.065199,0.312393
address.postal_code,customer.active,address,customer,0.339484,0.092304,0.181818,0.078729,0.363287
address.postal_code,customer.create_date,address,customer,0.339205,0.092228,0.181818,0.063518,0.363306
address.postal_code,customer.last_update,address,customer,0.618301,0.168113,0.272727,0.063441,0.412517
address.postal_code,film.film_id,address,film,0.000536,0.000146,0.181818,0.036681,0.386327
address.postal_code,film.title,address,film,0.281374,0.076504,0.272727,0.033329,0.435419
address.postal_code,film.description,address,film,0.465994,0.126701,0.090909,0.039278,0.286506
address.postal_code,film.release_year,address,film,0.411528,0.111892,0.166667,0.031915,0.347027
address.postal_code,film.language_id,address,film,0.618580,0.168189,0.090909,0.029569,0.276135
address.postal_code,film.original_language_id,address,film,0.771769,0.209840,0.200000,0.035522,0.347540
address.postal_code,film.rental_duration,address,film,0.059450,0.016164,0.266667,0.035374,0.445959
address.postal_code,film.rental_rate,address,film,0.155365,0.042243,0.454545,0.032829,0.580348
address.postal_code,film.length,address,film,0.025517,0.006938,0.090909,0.032138,0.316447
address.postal_code,film.replacement_cost,address,film,0.077888,0.021177,0.250000,0.027867,0.432206
address.postal_code,film.rating,address,film,0.278089,0.075611,0.090909,0.029465,0.299279
address.postal_code,film.special_features,address,film,0.478944,0.130222,0.312500,0.037282,0.451819
address.postal_code,film.last_update,address,film,0.618301,0.168113,0.272727,0.024822,0.412517
address.postal_code,film_category.film_id,address,film_category,0.000536,0.000146,0.181818,0.039043,0.386327
address.postal_code,film_category.category_id,address,film_category,0.062336,0.016949,0.000000,0.036022,0.245763
address.postal_code,film_category.last_update,address,film_category,0.618301,0.168113,0.272727,0.029114,0.412517
address.postal_code,inventory.inventory_id,address,inventory,0.000536,0.000146,0.083333,0.039454,0.312463
address.postal_code,inventory.film_id,address,inventory,0.000536,0.000146,0.181818,0.033707,0.386327
address.postal_code,inventory.store_id,address,inventory,0.239966,0.065246,0.272727,0.036201,0.438234
address.postal_code,inventory.last_update,address,inventory,0.618301,0.168113,0.272727,0.032624,0.412517
address.postal_code,language.language_id,address,language,0.000536,0.000146,0.090909,0.030514,0.318145
address.postal_code,language.name,address,language,0.269673,0.073323,0.181818,0.026649,0.368033
address.postal_code,language.last_update,address,language,0.618301,0.168113,0.272727,0.023813,0.412517
address.postal_code,payment.payment_id,address,payment,0.000536,0.000146,0.181818,0.040506,0.386327
address.postal_code,payment.customer_id,address,payment,0.000536,0.000146,0.181818,0.063321,0.386327
address.postal_code,payment.staff_id,address,payment,0.239966,0.065246,0.363636,0.044013,0.506416
address.postal_code,payment.rental_id,address,payment,0.032249,0.008768,0.454545,0.039056,0.588717
address.postal_code,payment.amount,address,payment,0.043939,0.011947,0.090909,0.041169,0.315195
address.postal_code,payment.payment_date,address,payment,0.289918,0.078827,0.250000,0.029845,0.417793
address.postal_code,payment.last_update,address,payment,0.289918,0.078827,0.272727,0.031170,0.434838
address.postal_code,rental.rental_id,address,rental,0.000536,0.000146,0.454545,0.042318,0.590872
address.postal_code,rental.rental_date,address,rental,0.289918,0.078827,0.454545,0.030004,0.571202
address.postal_code,rental.inventory_id,address,rental,0.011433,0.003109,0.083333,0.039167,0.311723
address.postal_code,rental.customer_id,address,rental,0.026038,0.007080,0.181818,0.062319,0.384594
address.postal_code,rental.return_date,address,rental,0.289918,0.078827,0.181818,0.029964,0.366657
address.postal_code,rental.staff_id,address,rental,0.239966,0.065246,0.363636,0.046056,0.506416
address.postal_code,rental.last_update,address,rental,0.339205,0.092228,0.272727,0.027357,0.431488
address.postal_code,staff.staff_id,address,staff,0.239966,0.065246,0.363636,0.046330,0.506416
address.postal_code,staff.first_name,address,staff,0.325795,0.088582,0.272727,0.038235,0.432400
address.postal_code,staff.last_name,address,staff,0.325733,0.088565,0.363636,0.036433,0.500586
address.postal_code,staff.address_id,address,staff,0.300558,0.081720,0.090909,0.042657,0.297752
address.postal_code,staff.picture,address,staff,1.692117,0.460078,0.272727,0.045619,0.339526
address.postal_code,staff.email,address,staff,0.339065,0.092190,0.090909,0.034653,0.295134
address.postal_code,staff.store_id,address,staff,0.239966,0.065246,0.272727,0.041392,0.438234
address.postal_code,staff.active,address,staff,0.618580,0.168189,0.181818,0.052182,0.344316
address.postal_code,staff.username,address,staff,0.325795,0.088582,0.181818,0.045235,0.364218
address.postal_code,staff.password,address,staff,0.617974,0.168024,0.272727,0.040004,0.412539
address.postal_code,staff.last_update,address,staff,0.618301,0.168113,0.272727,0.035801,0.412517
address.postal_code,store.store_id,address,store,0.239966,0.065246,0.272727,0.044709,0.438234
address.postal_code,store.manager_staff_id,address,store,0.239966,0.065246,0.187500,0.048136,0.374314
address.postal_code,store.address_id,address,store,0.239966,0.065246,0.090909,0.040017,0.301870
address.postal_code,store.last_update,address,store,0.618301,0.168113,0.272727,0.043760,0.412517
address.phone,address.last_update,address,address,2.275038,0.618572,0.181818,0.033997,0.231721
address.phone,category.category_id,address,category,2.081943,0.566070,0.090909,0.038215,0.176664
address.phone,category.name,address,category,2.246509,0.610815,0.200000,0.033317,0.247296
address.phone,category.last_update,address,category,2.604073,0.708034,0.181818,0.030532,0.209355
address.phone,city.city_id,address,city,2.081943,0.566070,0.000000,0.039195,0.108483
address.phone,city.city,address,city,2.376223,0.646083,0.000000,0.028415,0.088479
address.phone,city.country_id,address,city,2.178252,0.592256,0.100000,0.035154,0.176936
address.phone,city.last_update,address,city,2.604073,0.708034,0.181818,0.028948,0.209355
address.phone,customer.customer_id,address,customer,2.081943,0.566070,0.181818,0.092688,0.244846
address.phone,customer.store_id,address,customer,2.322442,0.631460,0.250000,0.076774,0.279635
address.phone,customer.first_name,address,customer,2.264398,0.615679,0.200000,0.071338,0.246080
address.phone,customer.last_name,address,customer,2.248298,0.611301,0.222222,0.068482,0.263841
address.phone,customer.email,address,customer,2.269579,0.617087,0.000000,0.061882,0.095728
address.phone,customer.address_id,address,customer,2.167633,0.589369,0.100000,0.074961,0.177658
address.phone,customer.active,address,customer,2.325257,0.632226,0.166667,0.090517,0.216944
address.phone,customer.create_date,address,customer,2.324977,0.632150,0.090909,0.073027,0.160144
address.phone,customer.last_update,address,customer,2.604073,0.708034,0.181818,0.072939,0.209355
address.phone,film.film_id,address,film,2.081943,0.566070,0.000000,0.033582,0.108483
address.phone,film.title,address,film,2.267147,0.616426,0.200000,0.025235,0.245894
address.phone,film.description,address,film,2.451767,0.666623,0.181818,0.029739,0.219708
address.phone,film.release_year,address,film,2.494004,0.678107,0.083333,0.031944,0.142973
address.phone,film.language_id,address,film,2.604353,0.708111,0.090909,0.029541,0.141154
address.phone,film.original_language_id,address,film,2.757542,0.749762,0.100000,0.026895,0.137560
address.phone,film.rental_duration,address,film,2.141926,0.582379,0.066667,0.040670,0.154405
address.phone,film.rental_rate,address,film,2.189216,0.595237,0.090909,0.037744,0.169373
address.phone,film.length,address,film,2.107993,0.573153,0.000000,0.036950,0.106712
address.phone,film.replacement_cost,address,film,2.160364,0.587392,0.125000,0.032039,0.196902
address.phone,film.rating,address,film,2.263862,0.615533,0.166667,0.030732,0.221117
address.phone,film.special_features,address,film,2.464717,0.670144,0.125000,0.029219,0.176214
address.phone,film.last_update,address,film,2.604073,0.708034,0.181818,0.025108,0.209355
address.phone,film_category.film_id,address,film_category,2.081943,0.566070,0.000000,0.034752,0.108483
address.phone,film_category.category_id,address,film_category,2.144812,0.583164,0.090909,0.035158,0.172391
address.phone,film_category.last_update,address,film_category,2.604073,0.708034,0.181818,0.030735,0.209355
address.phone,inventory.inventory_id,address,inventory,2.081943,0.566070,0.083333,0.044392,0.170982
address.phone,inventory.film_id,address,inventory,2.081943,0.566070,0.000000,0.037048,0.108483
address.phone,inventory.store_id,address,inventory,2.322442,0.631460,0.250000,0.041621,0.279635
address.phone,inventory.last_update,address,inventory,2.604073,0.708034,0.181818,0.034888,0.209355
address.phone,language.language_id,address,language,2.081943,0.566070,0.090909,0.035083,0.176664
address.phone,language.name,address,language,2.255446,0.613245,0.200000,0.030639,0.246689
address.phone,language.last_update,address,language,2.604073,0.708034,0.181818,0.027378,0.209355
address.phone,payment.payment_id,address,payment,2.081943,0.566070,0.200000,0.046570,0.258483
address.phone,payment.customer_id,address,payment,2.081943,0.566070,0.181818,0.072801,0.244846
address.phone,payment.staff_id,address,payment,2.322442,0.631460,0.000000,0.050602,0.092135
address.phone,payment.rental_id,address,payment,2.050229,0.557447,0.000000,0.044903,0.110638
address.phone,payment.amount,address,payment,2.038539,0.554269,0.333333,0.047332,0.361433
address.phone,payment.payment_date,address,payment,2.275691,0.618749,0.250000,0.034314,0.282813
address.phone,payment.last_update,address,payment,2.275691,0.618749,0.181818,0.035837,0.231676
address.phone,rental.rental_id,address,rental,2.081943,0.566070,0.000000,0.048654,0.108483
address.phone,rental.rental_date,address,rental,2.275691,0.618749,0.090909,0.034496,0.163494
address.phone,rental.inventory_id,address,rental,2.093908,0.569323,0.083333,0.045031,0.170169
address.phone,rental.customer_id,address,rental,2.108514,0.573294,0.181818,0.071649,0.243040
address.phone,rental.return_date,address,rental,2.275691,0.618749,0.181818,0.034451,0.231676
address.phone,rental.staff_id,address,rental,2.322442,0.631460,0.000000,0.052951,0.092135
address.phone,rental.last_update,address,rental,2.324977,0.632150,0.181818,0.031453,0.228326
address.phone,staff.staff_id,address,staff,2.322442,0.631460,0.000000,0.053266,0.092135
address.phone,staff.first_name,address,staff,2.311568,0.628504,0.200000,0.043959,0.242874
address.phone,staff.last_name,address,staff,2.311506,0.628487,0.222222,0.041888,0.259545
address.phone,staff.address_id,address,staff,2.383034,0.647935,0.100000,0.049044,0.163016
address.phone,staff.picture,address,staff,3.677890,1.000000,0.285714,0.052449,0.214286
address.phone,staff.email,address,staff,2.324838,0.632112,0.000000,0.039842,0.091972
address.phone,staff.store_id,address,staff,2.322442,0.631460,0.250000,0.047589,0.279635
address.phone,staff.active,address,staff,2.604353,0.708111,0.166667,0.059994,0.197973
address.phone,staff.username,address,staff,2.311568,0.628504,0.250000,0.052007,0.280374
address.phone,staff.password,address,staff,2.603747,0.707946,0.250000,0.045994,0.260514
address.phone,staff.last_update,address,staff,2.604073,0.708034,0.181818,0.041162,0.209355
address.phone,store.store_id,address,store,2.322442,0.631460,0.250000,0.051403,0.279635
address.phone,store.manager_staff_id,address,store,2.322442,0.631460,0.062500,0.055343,0.139010
address.phone,store.address_id,address,store,2.322442,0.631460,0.100000,0.046009,0.167135
address.phone,store.last_update,address,store,2.604073,0.708034,0.181818,0.050311,0.209355
address.last_update,category.category_id,address,category,0.289800,0.078795,0.090909,0.025786,0.298483
address.last_update,category.name,address,category,0.033594,0.009134,0.181818,0.022482,0.384080
address.last_update,category.last_update,address,category,0.655529,0.178235,1.000000,0.020602,0.955441
address.last_update,city.city_id,address,city,0.289800,0.078795,0.181818,0.026447,0.366665
address.last_update,city.city,address,city,0.163308,0.044403,0.090909,0.019174,0.307081
address.last_update,city.country_id,address,city,0.347006,0.094349,0.000000,0.023721,0.226413
address.last_update,city.last_update,address,city,0.655529,0.178235,1.000000,0.019533,0.955441
address.last_update,customer.customer_id,address,customer,0.289800,0.078795,0.181818,0.062543,0.366665
address.last_update,customer.store_id,address,customer,0.491195,0.133553,0.181818,0.051804,0.352975
address.last_update,customer.first_name,address,customer,0.051483,0.013998,0.363636,0.048137,0.519228
address.last_update,customer.last_name,address,customer,0.035384,0.009621,0.636364,0.046209,0.724868
address.last_update,customer.email,address,customer,0.056665,0.015407,0.090909,0.041756,0.314330
address.last_update,customer.address_id,address,customer,0.336387,0.091462,0.090909,0.050581,0.295316
address.last_update,customer.active,address,customer,0.344799,0.093749,0.272727,0.061078,0.431108
address.last_update,customer.create_date,address,customer,0.344520,0.093673,0.363636,0.049276,0.499309
address.last_update,customer.last_update,address,customer,0.655529,0.178235,1.000000,0.049217,0.955441
address.last_update,film.film_id,address,film,0.289800,0.078795,0.181818,0.029716,0.366665
address.last_update,film.title,address,film,0.054232,0.014745,0.181818,0.022150,0.382677
address.last_update,film.description,address,film,0.240159,0.065298,0.181818,0.027643,0.370039
address.last_update,film.release_year,address,film,0.662758,0.180201,0.250000,0.025444,0.392450
address.last_update,film.language_id,address,film,0.655808,0.178311,0.181818,0.022911,0.341786
address.last_update,film.original_language_id,address,film,0.926296,0.251855,0.150000,0.025647,0.299536
address.last_update,film.rental_duration,address,film,0.310680,0.084472,0.266667,0.027443,0.428882
address.last_update,film.rental_rate,address,film,0.444630,0.120893,0.363636,0.027432,0.492504
address.last_update,film.length,address,film,0.276746,0.075246,0.181818,0.025420,0.367552
address.last_update,film.replacement_cost,address,film,0.329118,0.089486,0.187500,0.022702,0.368254
address.last_update,film.rating,address,film,0.050947,0.013852,0.181818,0.020737,0.382900
address.last_update,film.special_features,address,film,0.251802,0.068464,0.187500,0.028106,0.373509
address.last_update,film.last_update,address,film,0.655529,0.178235,1.000000,0.026493,0.955441
address.last_update,film_category.film_id,address,film_category,0.289800,0.078795,0.181818,0.025947,0.366665
address.last_update,film_category.category_id,address,film_category,0.313566,0.085257,0.090909,0.023939,0.296867
address.last_update,film_category.last_update,address,film_category,0.655529,0.178235,1.000000,0.022451,0.955441
address.last_update,inventory.inventory_id,address,inventory,0.289800,0.078795,0.000000,0.048839,0.230301
address.last_update,inventory.film_id,address,inventory,0.289800,0.078795,0.181818,0.040458,0.366665
address.last_update,inventory.store_id,address,inventory,0.491195,0.133553,0.181818,0.036890,0.352975
address.last_update,inventory.last_update,address,inventory,0.655529,0.178235,1.000000,0.040384,0.955441
address.last_update,language.language_id,address,language,0.289800,0.078795,0.181818,0.023673,0.366665
address.last_update,language.name,address,language,0.021269,0.005783,0.181818,0.020674,0.384918
address.last_update,language.last_update,address,language,0.655529,0.178235,1.000000,0.018474,0.955441
address.last_update,payment.payment_id,address,payment,0.289800,0.078795,0.090909,0.031424,0.298483
address.last_update,payment.customer_id,address,payment,0.289800,0.078795,0.181818,0.049124,0.366665
address.last_update,payment.staff_id,address,payment,0.491195,0.133553,0.181818,0.034145,0.352975
address.last_update,payment.rental_id,address,payment,0.321514,0.087418,0.090909,0.030299,0.296327
address.last_update,payment.amount,address,payment,0.333204,0.090597,0.272727,0.031938,0.431896
address.last_update,payment.payment_date,address,payment,0.000653,0.000178,0.416667,0.023154,0.562456
address.last_update,payment.last_update,address,payment,0.000653,0.000178,1.000000,0.024181,0.999956
address.last_update,rental.rental_id,address,rental,0.289800,0.078795,0.090909,0.032830,0.298483
address.last_update,rental.rental_date,address,rental,0.000653,0.000178,0.454545,0.025155,0.590864
address.last_update,rental.inventory_id,address,rental,0.277835,0.075542,0.000000,0.035766,0.231115
address.last_update,rental.customer_id,address,rental,0.277267,0.075388,0.181818,0.048346,0.367517
address.last_update,rental.return_date,address,rental,0.000653,0.000178,0.363636,0.024295,0.522683
address.last_update,rental.staff_id,address,rental,0.491195,0.133553,0.181818,0.035730,0.352975
address.last_update,rental.last_update,address,rental,0.344520,0.093673,1.000000,0.021223,0.976582
address.last_update,staff.staff_id,address,staff,0.491195,0.133553,0.181818,0.035942,0.352975
address.last_update,staff.first_name,address,staff,0.358411,0.097450,0.363636,0.029662,0.498364
address.last_update,staff.last_name,address,staff,0.358349,0.097433,0.636364,0.028265,0.702915
address.last_update,staff.address_id,address,staff,0.551788,0.150028,0.090909,0.033093,0.280675
address.last_update,staff.picture,address,staff,1.784521,0.485202,0.272727,0.035391,0.333245
address.last_update,staff.email,address,staff,0.344380,0.093635,0.090909,0.026884,0.294773
address.last_update,staff.store_id,address,staff,0.491195,0.133553,0.181818,0.032111,0.352975
address.last_update,staff.active,address,staff,0.655808,0.178311,0.272727,0.040482,0.409968
address.last_update,staff.username,address,staff,0.358411,0.097450,0.272727,0.035093,0.430183
address.last_update,staff.password,address,staff,0.655202,0.178146,0.272727,0.031035,0.410009
address.last_update,staff.last_update,address,staff,0.655529,0.178235,1.000000,0.027774,0.955441
address.last_update,store.store_id,address,store,0.491195,0.133553,0.181818,0.034685,0.352975
address.last_update,store.manager_staff_id,address,store,0.491195,0.133553,0.125000,0.037344,0.310362
address.last_update,store.address_id,address,store,0.491195,0.133553,0.090909,0.031045,0.284793
address.last_update,store.last_update,address,store,0.655529,0.178235,1.000000,0.033948,0.955441
category.category_id,category.name,category,category,0.261272,0.071039,0.181818,0.134340,0.368604
category.category_id,category.last_update,category,category,0.618836,0.168258,0.090909,0.093593,0.276117
category.category_id,city.city_id,category,city,0.000000,0.000000,0.545455,0.052071,0.659091
category.category_id,city.city,category,city,0.390986,0.106307,0.272727,0.027237,0.427968
category.category_id,city.country_id,category,city,0.096309,0.026186,0.545455,0.047931,0.652545
category.category_id,city.last_update,category,city,0.618836,0.168258,0.090909,0.030813,0.276117
category.category_id,customer.customer_id,category,customer,0.000000,0.000000,0.454545,0.070302,0.590909
category.category_id,customer.store_id,category,customer,0.240499,0.065390,0.545455,0.058232,0.642744
category.category_id,customer.first_name,category,customer,0.279161,0.075902,0.000000,0.054109,0.231024
category.category_id,customer.last_name,category,customer,0.263061,0.071525,0.090909,0.051942,0.300301
category.category_id,customer.email,category,customer,0.284342,0.077311,0.181818,0.046937,0.367036
category.category_id,customer.address_id,category,customer,0.085691,0.023299,0.363636,0.056857,0.516902
category.category_id,customer.active,category,customer,0.340020,0.092450,0.090909,0.068656,0.295069
category.category_id,customer.create_date,category,customer,0.339740,0.092374,0.181818,0.055390,0.363270
category.category_id,customer.last_update,category,customer,0.618836,0.168258,0.090909,0.055323,0.276117
category.category_id,film.film_id,category,film,0.000000,0.000000,0.272727,0.096859,0.454545
category.category_id,film.title,category,film,0.281910,0.076650,0.090909,0.088010,0.299019
category.category_id,film.description,category,film,0.466529,0.126847,0.090909,0.103717,0.286470
category.category_id,film.release_year,category,film,0.412062,0.112038,0.166667,0.084275,0.346991
category.category_id,film.language_id,category,film,0.619116,0.168335,0.363636,0.080825,0.480643
category.category_id,film.original_language_id,category,film,0.772305,0.209986,0.250000,0.106305,0.385004
category.category_id,film.rental_duration,category,film,0.059984,0.016309,0.200000,0.075960,0.395923
category.category_id,film.rental_rate,category,film,0.154829,0.042097,0.090909,0.071075,0.307657
category.category_id,film.length,category,film,0.026050,0.007083,0.090909,0.071198,0.316411
category.category_id,film.replacement_cost,category,film,0.078421,0.021322,0.187500,0.067818,0.385294
category.category_id,film.rating,category,film,0.278624,0.075756,0.181818,0.093829,0.367424
category.category_id,film.special_features,category,film,0.479480,0.130368,0.125000,0.098449,0.311158
category.category_id,film.last_update,category,film,0.618836,0.168258,0.090909,0.065544,0.276117
category.category_id,film_category.film_id,category,film_category,0.000000,0.000000,0.272727,0.154350,0.454545
category.category_id,film_category.category_id,category,film_category,0.062870,0.017094,1.000000,0.163768,0.995726
category.category_id,film_category.last_update,category,film_category,0.618836,0.168258,0.090909,0.110120,0.276117
category.category_id,inventory.inventory_id,category,inventory,0.000000,0.000000,0.583333,0.086675,0.687500
