col_i,col_j,table_i,table_j,P_stat,P_stat_norm,P_name,P_sem,Sim_attr
customer.active,inventory.film_id,customer,inventory,0.340020,0.092450,0.000000,0.066559,0.226888
customer.active,inventory.store_id,customer,inventory,0.148261,0.040311,0.125000,0.074774,0.333672
customer.active,inventory.last_update,customer,inventory,0.311289,0.084638,0.272727,0.063293,0.433386
customer.active,language.language_id,customer,language,0.340020,0.092450,0.181818,0.063028,0.363251
customer.active,language.name,customer,language,0.364391,0.099076,0.166667,0.055045,0.350231
customer.active,language.last_update,customer,language,0.311289,0.084638,0.272727,0.049186,0.433386
customer.active,payment.payment_id,customer,payment,0.340020,0.092450,0.200000,0.083665,0.376888
customer.active,payment.customer_id,customer,payment,0.340020,0.092450,0.181818,0.130791,0.363251
customer.active,payment.staff_id,customer,payment,0.148261,0.040311,0.125000,0.090910,0.333672
customer.active,payment.rental_id,customer,payment,0.371733,0.101072,0.111111,0.080671,0.308065
customer.active,payment.amount,customer,payment,0.383423,0.104251,0.166667,0.085035,0.348938
customer.active,payment.payment_date,customer,payment,0.344147,0.093572,0.250000,0.061646,0.414107
customer.active,payment.last_update,customer,payment,0.344147,0.093572,0.272727,0.064382,0.431152
customer.active,rental.rental_id,customer,rental,0.340020,0.092450,0.111111,0.087409,0.310221
customer.active,rental.rental_date,customer,rental,0.344147,0.093572,0.181818,0.061973,0.362971
customer.active,rental.inventory_id,customer,rental,0.328054,0.089196,0.083333,0.080900,0.290201
customer.active,rental.customer_id,customer,rental,0.327487,0.089042,0.181818,0.128721,0.364103
customer.active,rental.return_date,customer,rental,0.344147,0.093572,0.181818,0.061892,0.362971
customer.active,rental.staff_id,customer,rental,0.148261,0.040311,0.125000,0.095130,0.333672
customer.active,rental.last_update,customer,rental,0.000280,0.000076,0.272727,0.056506,0.454526
customer.active,staff.staff_id,customer,staff,0.148261,0.040311,0.125000,0.095696,0.333672
customer.active,staff.first_name,customer,staff,0.013690,0.003722,0.200000,0.078975,0.399069
customer.active,staff.last_name,customer,staff,0.013752,0.003739,0.333333,0.075254,0.499065
customer.active,staff.address_id,customer,staff,0.208854,0.056786,0.100000,0.088109,0.310803
customer.active,staff.picture,customer,staff,1.441587,0.391960,0.428571,0.094227,0.473438
customer.active,staff.email,customer,staff,0.000420,0.000114,0.166667,0.071578,0.374972
customer.active,staff.store_id,customer,staff,0.148261,0.040311,0.125000,0.085496,0.333672
customer.active,staff.active,customer,staff,0.311009,0.084562,1.000000,0.107783,0.978860
customer.active,staff.username,customer,staff,0.013690,0.003722,0.125000,0.093433,0.342819
customer.active,staff.password,customer,staff,0.311615,0.084727,0.125000,0.082630,0.322568
customer.active,staff.last_update,customer,staff,0.311289,0.084638,0.272727,0.073949,0.433386
customer.active,store.store_id,customer,store,0.148261,0.040311,0.125000,0.092348,0.333672
customer.active,store.manager_staff_id,customer,store,0.148261,0.040311,0.125000,0.099427,0.333672
customer.active,store.address_id,customer,store,0.148261,0.040311,0.100000,0.082657,0.314922
customer.active,store.last_update,customer,store,0.311289,0.084638,0.272727,0.090386,0.433386
customer.create_date,customer.last_update,customer,customer,0.311009,0.084562,0.363636,0.105720,0.501587
customer.create_date,film.film_id,customer,film,0.339740,0.092374,0.090909,0.048675,0.295088
customer.create_date,film.title,customer,film,0.397446,0.108064,0.181818,0.031865,0.359348
customer.create_date,film.description,customer,film,0.584679,0.158971,0.000000,0.041238,0.210257
customer.create_date,film.release_year,customer,film,0.319544,0.086882,0.333333,0.046301,0.478279
customer.create_date,film.language_id,customer,film,0.311289,0.084638,0.090909,0.042817,0.297022
customer.create_date,film.original_language_id,customer,film,0.583082,0.158537,0.200000,0.038920,0.360366
customer.create_date,film.rental_duration,customer,film,0.360620,0.098051,0.400000,0.058949,0.525487
customer.create_date,film.rental_rate,customer,film,0.232467,0.063207,0.545455,0.054707,0.643290
customer.create_date,film.length,customer,film,0.326686,0.088824,0.181818,0.053556,0.364157
customer.create_date,film.replacement_cost,customer,film,0.379058,0.103064,0.250000,0.046438,0.411734
customer.create_date,film.rating,customer,film,0.394161,0.107170,0.272727,0.044544,0.427753
customer.create_date,film.special_features,customer,film,0.595175,0.161825,0.312500,0.042352,0.443919
customer.create_date,film.last_update,customer,film,0.311009,0.084562,0.363636,0.036393,0.501587
customer.create_date,film_category.film_id,customer,film_category,0.339740,0.092374,0.090909,0.050370,0.295088
customer.create_date,film_category.category_id,customer,film_category,0.363506,0.098835,0.181818,0.050959,0.361655
customer.create_date,film_category.last_update,customer,film_category,0.311009,0.084562,0.363636,0.044548,0.501587
customer.create_date,inventory.inventory_id,customer,inventory,0.339740,0.092374,0.166667,0.064344,0.351907
customer.create_date,inventory.film_id,customer,inventory,0.339740,0.092374,0.090909,0.053699,0.295088
customer.create_date,inventory.store_id,customer,inventory,0.147982,0.040236,0.181818,0.060327,0.376305
customer.create_date,inventory.last_update,customer,inventory,0.311009,0.084562,0.363636,0.050071,0.501587
customer.create_date,language.language_id,customer,language,0.339740,0.092374,0.090909,0.050850,0.295088
customer.create_date,language.name,customer,language,0.364483,0.099101,0.181818,0.044410,0.361588
customer.create_date,language.last_update,customer,language,0.311009,0.084562,0.363636,0.039683,0.501587
customer.create_date,payment.payment_id,customer,payment,0.339740,0.092374,0.090909,0.067500,0.295088
customer.create_date,payment.customer_id,customer,payment,0.339740,0.092374,0.090909,0.105520,0.295088
customer.create_date,payment.staff_id,customer,payment,0.147982,0.040236,0.181818,0.073345,0.376305
customer.create_date,payment.rental_id,customer,payment,0.371453,0.100996,0.272727,0.065084,0.429296
customer.create_date,payment.amount,customer,payment,0.383144,0.104175,0.181818,0.068605,0.360320
customer.create_date,payment.payment_date,customer,payment,0.343867,0.093496,0.500000,0.049735,0.601626
customer.create_date,payment.last_update,customer,payment,0.343867,0.093496,0.363636,0.051943,0.499353
customer.create_date,rental.rental_id,customer,rental,0.339740,0.092374,0.272727,0.070520,0.431452
customer.create_date,rental.rental_date,customer,rental,0.343867,0.093496,0.636364,0.049999,0.703899
customer.create_date,rental.inventory_id,customer,rental,0.327774,0.089120,0.166667,0.065269,0.352720
customer.create_date,rental.customer_id,customer,rental,0.327207,0.088966,0.090909,0.103850,0.295940
customer.create_date,rental.return_date,customer,rental,0.343867,0.093496,0.545455,0.049934,0.635717
customer.create_date,rental.staff_id,customer,rental,0.147982,0.040236,0.181818,0.076749,0.376305
customer.create_date,rental.last_update,customer,rental,0.000000,0.000000,0.363636,0.045588,0.522727
customer.create_date,staff.staff_id,customer,staff,0.147982,0.040236,0.181818,0.077206,0.376305
customer.create_date,staff.first_name,customer,staff,0.013892,0.003777,0.363636,0.063715,0.521783
customer.create_date,staff.last_name,customer,staff,0.013829,0.003760,0.363636,0.060714,0.521787
customer.create_date,staff.address_id,customer,staff,0.208574,0.056710,0.090909,0.071085,0.304004
customer.create_date,staff.picture,customer,staff,1.441307,0.391884,0.181818,0.076021,0.288392
customer.create_date,staff.email,customer,staff,0.000140,0.000038,0.181818,0.057748,0.386354
customer.create_date,staff.store_id,customer,staff,0.147982,0.040236,0.181818,0.068977,0.376305
customer.create_date,staff.active,customer,staff,0.311289,0.084638,0.181818,0.086958,0.365204
customer.create_date,staff.username,customer,staff,0.013892,0.003777,0.272727,0.075380,0.453601
customer.create_date,staff.password,customer,staff,0.311335,0.084650,0.090909,0.066664,0.297019
customer.create_date,staff.last_update,customer,staff,0.311009,0.084562,0.363636,0.059661,0.501587
customer.create_date,store.store_id,customer,store,0.147982,0.040236,0.181818,0.074505,0.376305
customer.create_date,store.manager_staff_id,customer,store,0.147982,0.040236,0.250000,0.080216,0.427441
customer.create_date,store.address_id,customer,store,0.147982,0.040236,0.090909,0.066686,0.308123
customer.create_date,store.last_update,customer,store,0.311009,0.084562,0.363636,0.072922,0.501587
customer.last_update,film.film_id,customer,film,0.618836,0.168258,0.181818,0.048616,0.344299
customer.last_update,film.title,customer,film,0.708455,0.192625,0.181818,0.031826,0.338207
customer.last_update,film.description,customer,film,0.895688,0.243533,0.181818,0.041188,0.325480
customer.last_update,film.release_year,customer,film,0.467589,0.127135,0.250000,0.046245,0.405716
customer.last_update,film.language_id,customer,film,0.000280,0.000076,0.181818,0.042765,0.386344
customer.last_update,film.original_language_id,customer,film,0.731127,0.198790,0.150000,0.038873,0.312803
customer.last_update,film.rental_duration,customer,film,0.639716,0.173936,0.266667,0.058877,0.406516
customer.last_update,film.rental_rate,customer,film,0.511563,0.139091,0.363636,0.054641,0.487954
customer.last_update,film.length,customer,film,0.605782,0.164709,0.181818,0.053491,0.345186
customer.last_update,film.replacement_cost,customer,film,0.658154,0.178949,0.187500,0.046382,0.345888
customer.last_update,film.rating,customer,film,0.705169,0.191732,0.181818,0.044490,0.338431
customer.last_update,film.special_features,customer,film,0.906184,0.246387,0.187500,0.042300,0.329028
customer.last_update,film.last_update,customer,film,0.000000,0.000000,1.000000,0.036349,1.000000
customer.last_update,film_category.film_id,customer,film_category,0.618836,0.168258,0.181818,0.050309,0.344299
customer.last_update,film_category.category_id,customer,film_category,0.642602,0.174720,0.090909,0.050897,0.274502
customer.last_update,film_category.last_update,customer,film_category,0.000000,0.000000,1.000000,0.044494,1.000000
customer.last_update,inventory.inventory_id,customer,inventory,0.618836,0.168258,0.000000,0.066864,0.207935
customer.last_update,inventory.film_id,customer,inventory,0.618836,0.168258,0.181818,0.055389,0.344299
customer.last_update,inventory.store_id,customer,inventory,0.427078,0.116120,0.181818,0.060253,0.357333
customer.last_update,inventory.last_update,customer,inventory,0.000000,0.000000,1.000000,0.055288,1.000000
customer.last_update,language.language_id,customer,language,0.618836,0.168258,0.181818,0.050788,0.344299
customer.last_update,language.name,customer,language,0.675492,0.183663,0.181818,0.044356,0.340448
customer.last_update,language.last_update,customer,language,0.000000,0.000000,1.000000,0.039635,1.000000
customer.last_update,payment.payment_id,customer,payment,0.618836,0.168258,0.090909,0.067418,0.276117
customer.last_update,payment.customer_id,customer,payment,0.618836,0.168258,0.181818,0.105392,0.344299
customer.last_update,payment.staff_id,customer,payment,0.427078,0.116120,0.181818,0.073256,0.357333
customer.last_update,payment.rental_id,customer,payment,0.650549,0.176881,0.090909,0.065005,0.273961
customer.last_update,payment.amount,customer,payment,0.662240,0.180060,0.272727,0.068521,0.409530
customer.last_update,payment.payment_date,customer,payment,0.654876,0.178058,0.416667,0.049675,0.517986
customer.last_update,payment.last_update,customer,payment,0.654876,0.178058,1.000000,0.051880,0.955486
customer.last_update,rental.rental_id,customer,rental,0.618836,0.168258,0.090909,0.070434,0.276117
customer.last_update,rental.rental_date,customer,rental,0.654876,0.178058,0.454545,0.049938,0.546394
customer.last_update,rental.inventory_id,customer,rental,0.606870,0.165005,0.000000,0.065189,0.208749
customer.last_update,rental.customer_id,customer,rental,0.606303,0.164851,0.181818,0.103724,0.345151
customer.last_update,rental.return_date,customer,rental,0.654876,0.178058,0.363636,0.049873,0.478213
customer.last_update,rental.staff_id,customer,rental,0.427078,0.116120,0.181818,0.076656,0.357333
customer.last_update,rental.last_update,customer,rental,0.311009,0.084562,1.000000,0.045533,0.978860
customer.last_update,staff.staff_id,customer,staff,0.427078,0.116120,0.181818,0.077112,0.357333
customer.last_update,staff.first_name,customer,staff,0.324900,0.088339,0.363636,0.063638,0.500642
customer.last_update,staff.last_name,customer,staff,0.324838,0.088322,0.636364,0.060640,0.705193
customer.last_update,staff.address_id,customer,staff,0.487670,0.132595,0.090909,0.070999,0.285033
customer.last_update,staff.picture,customer,staff,1.130298,0.307322,0.272727,0.075929,0.377715
customer.last_update,staff.email,customer,staff,0.311149,0.084600,0.090909,0.057678,0.297032
customer.last_update,staff.store_id,customer,staff,0.427078,0.116120,0.181818,0.068893,0.357333
customer.last_update,staff.active,customer,staff,0.000280,0.000076,0.272727,0.086852,0.454526
customer.last_update,staff.username,customer,staff,0.324900,0.088339,0.272727,0.075289,0.432461
customer.last_update,staff.password,customer,staff,0.000326,0.000089,0.272727,0.066583,0.454523
customer.last_update,staff.last_update,customer,staff,0.000000,0.000000,1.000000,0.059588,1.000000
customer.last_update,store.store_id,customer,store,0.427078,0.116120,0.181818,0.074414,0.357333
customer.last_update,store.manager_staff_id,customer,store,0.427078,0.116120,0.125000,0.080119,0.314720
customer.last_update,store.address_id,customer,store,0.427078,0.116120,0.090909,0.066605,0.289152
customer.last_update,store.last_update,customer,store,0.000000,0.000000,1.000000,0.072834,1.000000
film.film_id,film.title,film,film,0.281910,0.076650,0.142857,0.114462,0.337980
film.film_id,film.description,film,film,0.466529,0.126847,0.090909,0.134889,0.286470
film.film_id,film.release_year,film,film,0.412062,0.112038,0.166667,0.109604,0.346991
film.film_id,film.language_id,film,film,0.619116,0.168335,0.272727,0.101548,0.412462
film.film_id,film.original_language_id,film,film,0.772305,0.209986,0.250000,0.121990,0.385004
film.film_id,film.rental_duration,film,film,0.059984,0.016309,0.133333,0.098790,0.345922
film.film_id,film.rental_rate,film,film,0.154829,0.042097,0.090909,0.090217,0.307657
film.film_id,film.length,film,film,0.026050,0.007083,0.000000,0.092597,0.248229
film.film_id,film.replacement_cost,film,film,0.078421,0.021322,0.187500,0.088201,0.385294
film.film_id,film.rating,film,film,0.278624,0.075756,0.000000,0.101190,0.231061
film.film_id,film.special_features,film,film,0.479480,0.130368,0.125000,0.128037,0.311158
film.film_id,film.last_update,film,film,0.618836,0.168258,0.181818,0.085243,0.344299
film.film_id,film_category.film_id,film,film_category,0.000000,0.000000,1.000000,0.134082,1.000000
film.film_id,film_category.category_id,film,film_category,0.062870,0.017094,0.272727,0.123708,0.450272
film.film_id,film_category.last_update,film,film_category,0.618836,0.168258,0.181818,0.099985,0.344299
film.film_id,inventory.inventory_id,film,inventory,0.000000,0.000000,0.250000,0.133720,0.437500
film.film_id,inventory.film_id,film,inventory,0.000000,0.000000,1.000000,0.115758,1.000000
film.film_id,inventory.store_id,film,inventory,0.240499,0.065390,0.375000,0.101002,0.514902
film.film_id,inventory.last_update,film,inventory,0.618836,0.168258,0.181818,0.110570,0.344299
film.film_id,language.language_id,film,language,0.000000,0.000000,0.272727,0.082225,0.454545
film.film_id,language.name,film,language,0.270208,0.073468,0.142857,0.068530,0.338776
film.film_id,language.last_update,film,language,0.618836,0.168258,0.181818,0.061958,0.344299
film.film_id,payment.payment_id,film,payment,0.000000,0.000000,0.400000,0.052209,0.550000
film.film_id,payment.customer_id,film,payment,0.000000,0.000000,0.363636,0.048524,0.522727
film.film_id,payment.staff_id,film,payment,0.240499,0.065390,0.375000,0.047300,0.514902
film.film_id,payment.rental_id,film,payment,0.031713,0.008623,0.333333,0.058457,0.497844
film.film_id,payment.amount,film,payment,0.043403,0.011801,0.000000,0.048819,0.247050
film.film_id,payment.payment_date,film,payment,0.290453,0.078973,0.166667,0.042718,0.355257
film.film_id,payment.last_update,film,payment,0.290453,0.078973,0.181818,0.042020,0.366620
film.film_id,rental.rental_id,film,rental,0.000000,0.000000,0.333333,0.089278,0.500000
film.film_id,rental.rental_date,film,rental,0.290453,0.078973,0.090909,0.061674,0.298439
film.film_id,rental.inventory_id,film,rental,0.011966,0.003253,0.250000,0.097927,0.436687
film.film_id,rental.customer_id,film,rental,0.026571,0.007225,0.363636,0.068458,0.520921
film.film_id,rental.return_date,film,rental,0.290453,0.078973,0.090909,0.069446,0.298439
film.film_id,rental.staff_id,film,rental,0.240499,0.065390,0.375000,0.078393,0.514902
film.film_id,rental.last_update,film,rental,0.339740,0.092374,0.181818,0.059941,0.363270
film.film_id,staff.staff_id,film,staff,0.240499,0.065390,0.375000,0.044902,0.514902
film.film_id,staff.first_name,film,staff,0.326331,0.088728,0.300000,0.029300,0.452818
film.film_id,staff.last_name,film,staff,0.326268,0.088711,0.111111,0.027920,0.311156
film.film_id,staff.address_id,film,staff,0.301092,0.081865,0.300000,0.034388,0.454534
film.film_id,staff.picture,film,staff,1.692652,0.460224,0.142857,0.071470,0.242087
film.film_id,staff.email,film,staff,0.339600,0.092336,0.285714,0.026556,0.441202
film.film_id,staff.store_id,film,staff,0.240499,0.065390,0.375000,0.035465,0.514902
film.film_id,staff.active,film,staff,0.619116,0.168335,0.000000,0.052156,0.207916
film.film_id,staff.username,film,staff,0.326331,0.088728,0.000000,0.034664,0.227818
film.film_id,staff.password,film,staff,0.618510,0.168170,0.125000,0.030656,0.301708
film.film_id,staff.last_update,film,staff,0.618836,0.168258,0.181818,0.042679,0.344299
film.film_id,store.store_id,film,store,0.240499,0.065390,0.375000,0.060083,0.514902
film.film_id,store.manager_staff_id,film,store,0.240499,0.065390,0.187500,0.049102,0.374277
film.film_id,store.address_id,film,store,0.240499,0.065390,0.300000,0.043897,0.458652
film.film_id,store.last_update,film,store,0.618836,0.168258,0.181818,0.056741,0.344299
film.title,film.description,film,film,0.187393,0.050951,0.181818,0.122566,0.373626
film.title,film.release_year,film,film,0.654867,0.178055,0.083333,0.099591,0.267986
film.title,film.language_id,film,film,0.708575,0.192658,0.090909,0.092270,0.270017
film.title,film.original_language_id,film,film,0.918405,0.249710,0.150000,0.110845,0.300073
film.title,film.rental_duration,film,film,0.302789,0.082327,0.133333,0.089765,0.329418
film.title,film.rental_rate,film,film,0.436739,0.118747,0.272727,0.081975,0.424858
film.title,film.length,film,film,0.268856,0.073101,0.000000,0.084138,0.231725
film.title,film.replacement_cost,film,film,0.321227,0.087340,0.125000,0.080143,0.321915
film.title,film.rating,film,film,0.003625,0.000986,0.166667,0.091945,0.374754
film.title,film.special_features,film,film,0.197806,0.053782,0.187500,0.116340,0.377179
film.title,film.last_update,film,film,0.708455,0.192625,0.181818,0.077455,0.338207
film.title,film_category.film_id,film,film_category,0.281910,0.076650,0.142857,0.121833,0.337980
film.title,film_category.category_id,film,film_category,0.305675,0.083112,0.090909,0.112406,0.297404
film.title,film_category.last_update,film,film_category,0.708455,0.192625,0.181818,0.090850,0.338207
film.title,inventory.inventory_id,film,inventory,0.281910,0.076650,0.083333,0.102261,0.293337
film.title,inventory.film_id,film,inventory,0.281910,0.076650,0.142857,0.105182,0.337980
film.title,inventory.store_id,film,inventory,0.483305,0.131408,0.125000,0.083855,0.310898
film.title,inventory.last_update,film,inventory,0.708455,0.192625,0.181818,0.080273,0.338207
film.title,language.language_id,film,language,0.281910,0.076650,0.090909,0.074713,0.299019
film.title,language.name,film,language,0.033175,0.009020,0.200000,0.062269,0.397745
film.title,language.last_update,film,language,0.708455,0.192625,0.181818,0.056298,0.338207
film.title,payment.payment_id,film,payment,0.281910,0.076650,0.100000,0.038018,0.305838
film.title,payment.customer_id,film,payment,0.281910,0.076650,0.181818,0.031766,0.367201
film.title,payment.staff_id,film,payment,0.483305,0.131408,0.125000,0.033159,0.310898
film.title,payment.rental_id,film,payment,0.313623,0.085273,0.222222,0.037666,0.395348
film.title,payment.amount,film,payment,0.325313,0.088451,0.000000,0.033243,0.227887
film.title,payment.payment_date,film,payment,0.053579,0.014568,0.166667,0.027525,0.371358
film.title,payment.last_update,film,payment,0.053579,0.014568,0.181818,0.027075,0.382722
film.title,rental.rental_id,film,rental,0.281910,0.076650,0.222222,0.081122,0.397504
film.title,rental.rental_date,film,rental,0.053579,0.014568,0.272727,0.056039,0.450903
film.title,rental.inventory_id,film,rental,0.269944,0.073396,0.083333,0.083378,0.294151
film.title,rental.customer_id,film,rental,0.269377,0.073242,0.181818,0.062204,0.368053
film.title,rental.return_date,film,rental,0.053579,0.014568,0.181818,0.063101,0.382722
film.title,rental.staff_id,film,rental,0.483305,0.131408,0.125000,0.071231,0.310898
film.title,rental.last_update,film,rental,0.397446,0.108064,0.181818,0.054465,0.359348
film.title,staff.staff_id,film,staff,0.483305,0.131408,0.125000,0.040800,0.310898
film.title,staff.first_name,film,staff,0.383877,0.104374,0.300000,0.021740,0.448906
film.title,staff.last_name,film,staff,0.383815,0.104357,0.222222,0.020872,0.390577
film.title,staff.address_id,film,staff,0.543897,0.147883,0.100000,0.026919,0.288029
film.title,staff.picture,film,staff,1.838753,0.499948,0.428571,0.064941,0.446441
film.title,staff.email,film,staff,0.397586,0.108102,0.000000,0.017385,0.222975
film.title,staff.store_id,film,staff,0.483305,0.131408,0.125000,0.032225,0.310898
film.title,staff.active,film,staff,0.708575,0.192658,0.333333,0.043331,0.451835
film.title,staff.username,film,staff,0.383877,0.104374,0.125000,0.022693,0.317656
film.title,staff.password,film,staff,0.708781,0.192714,0.000000,0.026688,0.201821
film.title,staff.last_update,film,staff,0.708455,0.192625,0.181818,0.030985,0.338207
film.title,store.store_id,film,store,0.483305,0.131408,0.125000,0.054594,0.310898
film.title,store.manager_staff_id,film,store,0.483305,0.131408,0.062500,0.044616,0.264023
film.title,store.address_id,film,store,0.483305,0.131408,0.100000,0.035698,0.292148
film.title,store.last_update,film,store,0.708455,0.192625,0.181818,0.041194,0.338207
film.description,film.release_year,film,film,0.839487,0.228252,0.083333,0.117365,0.255437
film.description,film.language_id,film,film,0.895968,0.243609,0.000000,0.108737,0.189098
film.description,film.original_language_id,film,film,1.103025,0.299907,0.050000,0.130627,0.212523
film.description,film.rental_duration,film,film,0.487409,0.132524,0.333333,0.105785,0.466869
film.description,film.rental_rate,film,film,0.621358,0.168944,0.090909,0.096604,0.275946
film.description,film.length,film,film,0.453475,0.123298,0.181818,0.099153,0.355539
film.description,film.replacement_cost,film,film,0.505847,0.137537,0.250000,0.094446,0.403116
film.description,film.rating,film,film,0.191018,0.051937,0.272727,0.108354,0.441561
film.description,film.special_features,film,film,0.012950,0.003521,0.125000,0.137103,0.342870
film.description,film.last_update,film,film,0.895688,0.243533,0.181818,0.091279,0.325480
film.description,film_category.film_id,film,film_category,0.466529,0.126847,0.090909,0.143576,0.286470
film.description,film_category.category_id,film,film_category,0.490295,0.133309,0.090909,0.132467,0.284855
film.description,film_category.last_update,film,film_category,0.895688,0.243533,0.181818,0.107064,0.325480
film.description,inventory.inventory_id,film,inventory,0.466529,0.126847,0.083333,0.124389,0.280788
film.description,inventory.film_id,film,inventory,0.466529,0.126847,0.090909,0.123954,0.286470
film.description,inventory.store_id,film,inventory,0.667924,0.181605,0.181818,0.098820,0.340962
film.description,inventory.last_update,film,inventory,0.895688,0.243533,0.181818,0.102854,0.325480
film.description,language.language_id,film,language,0.466529,0.126847,0.000000,0.088047,0.218288
film.description,language.name,film,language,0.220567,0.059971,0.000000,0.073382,0.235007
film.description,language.last_update,film,language,0.895688,0.243533,0.181818,0.066345,0.325480
film.description,payment.payment_id,film,payment,0.466529,0.126847,0.090909,0.050190,0.286470
film.description,payment.customer_id,film,payment,0.466529,0.126847,0.090909,0.044527,0.286470
film.description,payment.staff_id,film,payment,0.667924,0.181605,0.181818,0.045472,0.340962
film.description,payment.rental_id,film,payment,0.498242,0.135470,0.181818,0.056197,0.352496
film.description,payment.amount,film,payment,0.509933,0.138648,0.090909,0.046932,0.283520
film.description,payment.payment_date,film,payment,0.240812,0.065476,0.000000,0.041067,0.233631
film.description,payment.last_update,film,payment,0.240812,0.065476,0.181818,0.040396,0.369995
film.description,rental.rental_id,film,rental,0.466529,0.126847,0.181818,0.095599,0.354652
film.description,rental.rental_date,film,rental,0.240812,0.065476,0.090909,0.066040,0.301813
film.description,rental.inventory_id,film,rental,0.454564,0.123594,0.083333,0.098258,0.281601
film.description,rental.customer_id,film,rental,0.453996,0.123439,0.090909,0.073305,0.287322
film.description,rental.return_date,film,rental,0.240812,0.065476,0.181818,0.074362,0.369995
film.description,rental.staff_id,film,rental,0.667924,0.181605,0.181818,0.083943,0.340962
film.description,rental.last_update,film,rental,0.584679,0.158971,0.181818,0.064185,0.346621
film.description,staff.staff_id,film,staff,0.667924,0.181605,0.181818,0.048082,0.340962
film.description,staff.first_name,film,staff,0.571269,0.155325,0.000000,0.025619,0.211169
film.description,staff.last_name,film,staff,0.571207,0.155308,0.090909,0.024597,0.279355
film.description,staff.address_id,film,staff,0.728517,0.198080,0.090909,0.036977,0.268662
film.description,staff.picture,film,staff,2.023372,0.550145,0.181818,0.076530,0.248827
film.description,staff.email,film,staff,0.584539,0.158933,0.181818,0.022498,0.346630
film.description,staff.store_id,film,staff,0.667924,0.181605,0.181818,0.037976,0.340962
film.description,staff.active,film,staff,0.895968,0.243609,0.272727,0.051064,0.393643
film.description,staff.username,film,staff,0.571269,0.155325,0.181818,0.029368,0.347532
film.description,staff.password,film,staff,0.895362,0.243444,0.090909,0.031450,0.257321
film.description,staff.last_update,film,staff,0.895688,0.243533,0.181818,0.039701,0.325480
film.description,store.store_id,film,store,0.667924,0.181605,0.181818,0.064337,0.340962
film.description,store.manager_staff_id,film,store,0.667924,0.181605,0.125000,0.052579,0.298349
film.description,store.address_id,film,store,0.667924,0.181605,0.090909,0.047203,0.272780
film.description,store.last_update,film,store,0.895688,0.243533,0.181818,0.052782,0.325480
film.release_year,film.language_id,film,film,0.467869,0.127211,0.166667,0.088355,0.343197
film.release_year,film.original_language_id,film,film,0.621057,0.168862,0.200000,0.106141,0.357784
film.release_year,film.rental_duration,film,film,0.352078,0.095728,0.266667,0.085956,0.426068
film.release_year,film.rental_rate,film,film,0.304788,0.082870,0.333333,0.078496,0.479282
film.release_year,film.length,film,film,0.386012,0.104955,0.166667,0.080567,0.348762
film.release_year,film.replacement_cost,film,film,0.333640,0.090715,0.312500,0.076742,0.461696
film.release_year,film.rating,film,film,0.651582,0.177162,0.166667,0.088044,0.330710
film.release_year,film.special_features,film,film,0.852437,0.231773,0.312500,0.111403,0.426432
film.release_year,film.last_update,film,film,0.467589,0.127135,0.250000,0.074169,0.405716
film.release_year,film_category.film_id,film,film_category,0.412062,0.112038,0.166667,0.116663,0.346991
film.release_year,film_category.category_id,film,film_category,0.349192,0.094944,0.166667,0.107636,0.351264
film.release_year,film_category.last_update,film,film_category,0.467589,0.127135,0.250000,0.086995,0.405716
film.release_year,inventory.inventory_id,film,inventory,0.412062,0.112038,0.166667,0.114493,0.346991
film.release_year,inventory.film_id,film,inventory,0.412062,0.112038,0.166667,0.100719,0.346991
film.release_year,inventory.store_id,film,inventory,0.171563,0.046647,0.166667,0.086480,0.363338
film.release_year,inventory.last_update,film,inventory,0.467589,0.127135,0.250000,0.094671,0.405716
film.release_year,language.language_id,film,language,0.412062,0.112038,0.166667,0.071543,0.346991
film.release_year,language.name,film,language,0.643166,0.174874,0.166667,0.059627,0.331282
film.release_year,language.last_update,film,language,0.467589,0.127135,0.250000,0.053909,0.405716
film.release_year,payment.payment_id,film,payment,0.412062,0.112038,0.083333,0.037323,0.284490
film.release_year,payment.customer_id,film,payment,0.412062,0.112038,0.083333,0.046157,0.284490
film.release_year,payment.staff_id,film,payment,0.171563,0.046647,0.166667,0.033814,0.363338
film.release_year,payment.rental_id,film,payment,0.443775,0.120660,0.333333,0.041789,0.469835
film.release_year,payment.amount,film,payment,0.455465,0.123839,0.083333,0.036250,0.281540
film.release_year,payment.payment_date,film,payment,0.663411,0.180378,0.083333,0.030538,0.267405
film.release_year,payment.last_update,film,payment,0.663411,0.180378,0.250000,0.030039,0.392405
film.release_year,rental.rental_id,film,rental,0.412062,0.112038,0.333333,0.077679,0.471990
film.release_year,rental.rental_date,film,rental,0.663411,0.180378,0.333333,0.053661,0.454905
film.release_year,rental.inventory_id,film,rental,0.400096,0.108784,0.166667,0.083846,0.347804
film.release_year,rental.customer_id,film,rental,0.385490,0.104813,0.083333,0.059564,0.286297
film.release_year,rental.return_date,film,rental,0.663411,0.180378,0.250000,0.060423,0.392405
film.release_year,rental.staff_id,film,rental,0.171563,0.046647,0.166667,0.068208,0.363338
film.release_year,rental.last_update,film,rental,0.319544,0.086882,0.250000,0.052154,0.415779
film.release_year,staff.staff_id,film,staff,0.171563,0.046647,0.166667,0.039069,0.363338
film.release_year,staff.first_name,film,staff,0.306134,0.083236,0.166667,0.027871,0.354191
